id,movie_id,title,imdb_index,kind_id,production_year,phonetic_code,episode_of_id,season_nr,episode_nr,note,md5sum
378992,4143045,Hallmark Hall of Fame: Refresher Course (#2.2),,3,1952,H4562,,,,(USA) (anthology series),2f0152026a7144378be9d37c0cac9f5d
379161,4143953,Hallmark Hall of Fame: Reign of Terror (#1.21),,3,1952,H4562,,,,(USA) (anthology series),4870bf4f4df42318f967c83ef785ca11
379987,4146562,The Trial of Rocky Jones,,3,1980,T6416,,,,(USA) (video title),3606e1488691a8e444c56139f5208d6d
381103,4150928,The Grand Order of Water Rats presents Revels of 1957,,3,1957,G6536,,,,(UK) (complete title),171904641d61f18ae41407951a67348c
381674,4153210,Checkers Speech,,3,1952,C2621,,,,(USA),37a01dbeea3f831c33b7976db65d2819
381675,4153210,Fund Speech,,3,1952,F5321,,,,(USA) (working title),8ae025fa804fcb86c0b118e167f9cb8a
384067,4160279,Fabian: Rock 'n' Roll at the Sydney Stadium,,3,1959,F1562,,,,(Australia) (alternative title),cfa37cd46ce1ca318e3d86024d3e6864
384068,4160279,Lee Gordon's 1959 Rock and Roll Spectacular,,3,1959,L2635,,,,(Australia) (alternative title),2c5ba048612cb26026fbb215d301ca50
385378,4163860,Romeo und Julia,,3,1956,R5324,,,,(West Germany) (imdb display title),4f5594bfc22940e838b374ef8ffbb64a
390600,4178761,Hallmark Hall of Fame: Salvage (#1.3),,3,1952,H4562,,,,(USA) (anthology series),7a916d325330ad9f1e4c3e892d1c7099
395538,4191669,Hallmark Hall of Fame: Scott's Castle (#2.42),,3,1953,H4562,,,,(USA) (anthology series),09ad4d31cbc2691b54cc72ed4e226192
396332,4195171,Double Profile,,3,1954,D1416,,,,(USA),33fcc532e64539836a3bc4f7f01f20cd
399444,4203533,óÅÓÔÒÉÃÁ áÌ£ÎÕÛËÁ É ÂÒÁÔÅÃ é×ÁÎÕÛËÁ,,3,1953,,,,,(Soviet Union: Russian title) (original Cyrillic KOI8-R title),f1a365323f834a35554352e334fee38f
399445,4203534,ä×Å ÖÉÚÎÉ,,3,1957,,,,,(Soviet Union: Russian title) (original Cyrillic KOI8-R title),fafddeb336641a36c6ab6a71224a6f5a
403306,4213886,Sherlock Holmes: The Man with the Twisted Lip,,3,1951,S6424,,,,(UK) (alternative title),0b1ed028dc507b3da567b7d9c556b1cc
408125,4224403,Duel in Space,,3,1954,D4521,,,,,7c905a7ba456a8a4b40c5ed7db41bb16
410255,4230673,Hallmark Hall of Fame: Skipper of the Skies (#2.33),,3,1953,H4562,,,,(USA) (anthology series),a49de472bde10a7b77eee86af00cba8c
411702,4235334,óÍÅÒÔØ ðÁÚÕÈÉÎÁ,,3,1957,,,,,(Soviet Union: Russian title) (original Cyrillic KOI8-R title),609b31dd1e8196b6bb2db761045722e8
413047,4239667,Hallmark Hall of Fame: Socrates' Wife (#2.22),,3,1953,H4562,,,,(USA) (anthology series),b475282ecaea54b207f5565527e3935c
413593,4241046,Hallmark Hall of Fame: Soldier of Peace (#2.38),,3,1953,H4562,,,,(USA) (anthology series),62c39a2f2048951aaeaee466fff87cec
413598,4241070,Hallmark Hall of Fame: Soldier's Bride (#4.29),,3,1955,H4562,,,,(USA) (anthology series),ac485e41ac83db7ceb5639c6925c2d53
414336,4243720,Hallmark Hall of Fame: Sometimes She's Sunday (#2.6),,3,1952,H4562,,,,(USA) (anthology series),f41516ff57cbccf5ba3b595308c278b4
416556,4250326,Hallmark Hall of Fame: Span of Time (#2.2),,3,1953,H4562,,,,(USA) (anthology series),5feab825ec7beab745d25e10447a53ce
416621,4250755,Hallmark Hall of Fame: Spark of Genius (#2.4),,3,1953,H4562,,,,(USA) (anthology series),2bd5fdfae4944811dbc22b90e2d70f39
416718,4251029,The Walking Stick,,3,1959,W4252,,,,,ab797d911362842c4ae1f1ad039a5265
416736,4251070,Eurovision: Journey Through Europe,,3,1959,E6125,,,,(UK) (imdb display title),2025ad830b18fc542ad44662c3f50184
418608,4258351,óÔÁËÁÎ ×ÏÄÙ,,3,1957,,,,,(Soviet Union: Russian title) (original Cyrillic KOI8-R title),6e073a96fdec165efa2d425ace1784a7
421237,4267373,Hallmark Hall of Fame: Story of Paul Harris and the Founding of Rotary International (#4.39),,3,1955,H4562,,,,(USA) (anthology series),1576d87b4491bdc08fb0a8ea41e93f3d
427101,4286003,Texaco's Swing Into Spring!,,3,1959,T2525,,,,(USA) (alternative title),4d82f684d55cc077090badfd4a1fe39d
431134,4295935,Viharos éjszaka,,3,1958,V62,,,,(Hungary) (alternative title),f7357550c89620659986a53238528508
431663,4297143,Tarzan und die Jäger,,3,1970,T6253,,,,(West Germany) (imdb display title),d34f61563f30932fab40188e7cf31717
431664,4297143,"Tarzan, l'invincibile uomo della giungla",,3,1958,T6254,,,,(Italy) (imdb display title),9058bdc62abc3e27f64e7e52f5ac0a68
433736,4303494,Ten Little Indians,,3,1949,T5434,,,,,a2cf8c6d650157cd39f14e02ae1558b2
433776,4303656,Hallmark Hall of Fame: Ten Thousand Words (#2.14),,3,1952,H4562,,,,(USA) (anthology series),5150bb37d09e21e97100250d5677baee
434991,4306736,Belye nochi,,3,1958,B452,,,,(Soviet Union: Russian title),4554022b2b623e1b4cdc15ba75238446
435832,4310033,Der Stern für Stars,,3,1958,S3651,,,,(West Germany) (imdb display title),7edfa7e82e39753eb71532bc94ff5825
436115,4311398,Hallmark Hall of Fame: The Accused (#2.27),,3,1953,H4562,,,,(USA) (anthology series),78a9317b37f13d917ae91765ce684c08
436327,4312104,Hallmark Hall of Fame: The Adventures of Lt. Contee (#4.27),,3,1955,H4562,,,,(USA) (anthology series),966a705c11a25c2c59bbe618dadb4b55
436983,4313892,International Theatre: The Anatomist,,3,1956,I5365,,,,(UK) (series title),6d758aa6275bf1af369c12a0631fafe2
437242,4315093,Hallmark Hall of Fame: The Armour-Bearer (#3.36),,3,1954,H4562,,,,(USA) (anthology series),4bcdb2e26280c2d70c64429dce8802d7
437697,4317217,Hallmark Hall of Fame: The Bachelor and the Ballot (#2.7),,3,1952,H4562,,,,(USA) (anthology series),224e49c66018b2e02b20a791c79175d6
438791,4321264,Hallmark Hall of Fame: The Big Build Up (#1.4),,3,1952,H4562,,,,(USA) (anthology series),8eaf103714f6243cee604619ea2f0af5
439606,4323711,Hallmark Hall of Fame: The Blue and White Lamp (#2.12),,3,1952,H4562,,,,(USA) (anthology series),4bae840c9ec7e3d74c790731ff69fa5e
440402,4326413,Hallmark Hall of Fame: The Bride's Teapot (#2.5),,3,1952,H4562,,,,(USA) (anthology series),89abbd25a9b5815f13038d6e7ccdb186
441177,4329640,Hallmark Hall of Fame: The Carlson Legend (#1.32),,3,1952,H4562,,,,(USA) (anthology series),a2a7ed37915e98f1f7a72e690eddcb23
441780,4331977,Hallmark Hall of Fame: The Choir Minister of Leipzig (#4.5),,3,1954,H4562,,,,(USA) (anthology series),b5e4206a8dea0629418ee4679fba9cd1
441813,4332120,A Christmas Carol,,3,1949,C6235,,,,(USA) (pre-release title),8cc5a8153379de585bc8b714ae8139c4
441855,4332222,Hallmark Hall of Fame: The Christmas Tree (#8.4),,3,1958,H4562,,,,(USA) (anthology series),82c78e89e74cffd780de510e2a5709af
442051,4332868,Hallmark Hall of Fame: The Clay of Kings (#2.41),,3,1953,H4562,,,,(USA) (anthology series),4a6ba585982d822659055cff5fe9b188
442668,4335739,Hallmark Hall of Fame: The Corn Is Green (#5.4),,3,1956,H4562,,,,(USA) (anthology series),03fbf296aa4265b18031c872097fc74c
442672,4335793,Burt Ives singt amerikanische Volkslieder,,3,1953,B6312,,,,(West Germany) (imdb display title),dd61172b0894df80d71ade0a05671917
442678,4335802,Die zweite Elisabeth,,3,1953,Z3421,,,,(West Germany) (imdb display title),c673c2107014c124eb00404b2a26ad3f
442679,4335803,Was ist die Krone?,,3,1953,W2326,,,,(West Germany) (imdb display title),2c29d1fa938591a73affdc89c9da31b7
442869,4336405,Hallmark Hall of Fame: The Courtship of George Washington and Martha Custiss (#4.25),,3,1955,H4562,,,,(USA) (anthology series),72aafba6b707ba3937d172eb585ba9ca
442871,4336409,Hallmark Hall of Fame: The Courtship of Miles Standish (#3.9),,3,1953,H4562,,,,(USA) (anthology series),9c4201307bad19c909236d4c9554a11e
444548,4342219,Hallmark Hall of Fame: The Devil's Disciple (#5.2),,3,1955,H4562,,,,(USA) (anthology series),d4dcd24276c0044d1f70b8d68a40f84f
445411,4346000,The Easter Seal Parade of Stars,,3,1955,E2362,,,,(USA) (promotional title),e25e68e8c374d8da57819870cc4d47c9
445529,4346497,1959 General Election,,3,1959,G5642,,,,(UK) (alternative title),8b3a9a8c86f4b2f7df6ba22bceae941b
445915,4348228,Oldsmobile Presents the Esther Williams Aqua Spectacle of 1957,,3,1956,O4325,,,,(USA) (alternative title),920f2891f8abbef5edbecdd8743826f0
445941,4348349,Grand prix de la chanson européenne,,3,1956,G6531,,,,(Belgium: French title),bcfec53283c92accbe989becf24dd0c8
446242,4349646,Hallmark Hall of Fame: The Face of Spain (#1.19),,3,1952,H4562,,,,(USA) (anthology series),b3ccff912a2c47f7cf695367635748f7
446494,4350671,Hallmark Hall of Fame: The Farmer from Monticello (#4.43),,3,1955,H4562,,,,(USA) (anthology series),db217db2adb669033c099523d4847725
446597,4351007,Hallmark Hall of Fame: The Father Who Had No Sons (#4.42),,3,1955,H4562,,,,(USA) (anthology series),b219711287536c2c9fa70f3fa6a9e257
446975,4352386,Hallmark Hall of Fame: The Finest Gift (#4.3),,3,1955,H4562,,,,(USA) (anthology series),b78a3666d54f2d72211c5557d4ea7142
447096,4352871,Hallmark Hall of Fame: The First Mintmaster (#4.19),,3,1955,H4562,,,,(USA) (anthology series),6db18acdca70e1358b62e889022d0ee9
447658,4354910,The Orson Welles Show,,3,1958,O6254,,,,(USA) (working title),bde6948fbff9a96b4e171ec24bcbb69e
448331,4357125,Gene-Kelly-Show,,3,1963,G5242,,,,(West Germany) (imdb display title),39b23b1b24ec7638b9cb304e53911c6e
448349,4357145,1955 General Election,,3,1955,G5642,,,,(UK) (alternative title),3993c5ac18d547a35d0ce61e1d8b22e6
448354,4357162,Hallmark Hall of Fame: The General's Bible (#2.21),,3,1953,H4562,,,,(USA) (anthology series),3f570c40b2b57ed4af7c406bf5fb1e22
449141,4360094,Hallmark Hall of Fame: The Good Fairy (#5.5),,3,1956,H4562,,,,(USA) (anthology series),80ce7d55a0dd2e5ab7e80e91ddff15a2
449177,4360287,Hallmark Hall of Fame: The Good Samaritan (#3.24),,3,1954,H4562,,,,(USA) (anthology series),938f6b6a3b9ae7e458d165ae6358d0f1
449856,4362465,Hallmark Hall of Fame: The Green Mountain Boys (#4.31),,3,1955,H4562,,,,(USA) (anthology series),2070064f685a4e0cef48f4d9d77482d9
449859,4362476,Hallmark Hall of Fame: The Green Pastures (#7.1),,3,1957,H4562,,,,(USA) (anthology series),2a4b0fb7174c381e3e051de8bc45f658
450164,4363449,Rocky Jones Space Ranger: The Gypsy Moon,,3,1954,R2521,,,,(DVD title),b1484ddba6b288629cf7136ef6964a46
450252,4363725,Hallmark Hall of Fame: The Hammer and the Sword (#4.4),,3,1955,H4562,,,,(USA) (anthology series),67afdb62886fbc37f20640d328eaae6f
450282,4363856,Hallmark Hall of Fame: The Hands of Clara Schumann (#3.2),,3,1954,H4562,,,,(USA) (anthology series),62cf2ecfcb758410f872a278241e4b26
450426,4364314,Hallmark Hall of Fame: The Harp of Erin (#2.29),,3,1953,H4562,,,,(USA) (anthology series),b1a07981b6ef16674b4cde6a829833d7
450930,4366125,Hallmark Hall of Fame: The Hills Are Green (#2.16),,3,1952,H4562,,,,(USA) (anthology series),52e7fefebab3ab3f5aa52529d91e00ee
451950,4369495,Hallmark Hall of Fame: The Imaginary Invalid (#3.6),,3,1953,H4562,,,,(USA) (anthology series),fa0d1a08fb16486896b2ed1e487f696a
452986,4373275,Hallmark Hall of Fame: The Joyful Tydings (#4.17),,3,1954,H4562,,,,(USA) (anthology series),e2350cd74382f6c7d6b556770fa99e60
453562,4374855,Hallmark Hall of Fame: The King's Author (#1.23),,3,1952,H4562,,,,(USA) (anthology series),cd003b328f0736fa377aa3142f054e9c
453828,4375773,Hallmark Hall of Fame: The Lady of Liberty (#2.37),,3,1953,H4562,,,,(USA) (anthology series),a0c7695dfc338f279a401ac649d3ec2a
453997,4376254,Hallmark Hall of Fame: The Lark (#6.4),,3,1957,H4562,,,,(USA) (anthology series),05d4077076667786895ac0cfc1370ada
454096,4376672,Hallmark Hall of Fame: The Last Command (#1.33),,3,1952,H4562,,,,(USA) (anthology series),dc6299a8e8fd32d163b190aab284acb4
454716,4378741,Hallmark Hall of Fame: The Last Voyage (#3.1),,3,1953,H4562,,,,(USA) (anthology series),565f07c80b084c8f54f15a572074e23e
455040,4379785,Hallmark Hall of Fame: The Legend of Josiah Blow (#1.28),,3,1952,H4562,,,,(USA) (anthology series),4ad7f5433964bbabd7a5f08f1d273e7e
455233,4380473,Hallmark Hall of Fame: The Liberator (#3.29),,3,1954,H4562,,,,(USA) (anthology series),3f106701be3e616567e31844547f1fdc
455639,4381968,Hallmark Hall of Fame: The Little Foxes (#6.3),,3,1956,H4562,,,,(USA) (anthology series),fd4ba537d300d12a5c1703711afa4f02
455924,4382850,The Legend of the Lone Ranger,,3,1958,L2531,,,,(USA) (rerun title),e730fe9a2181445177a2bd723fd35582
455988,4383029,Hallmark Hall of Fame: The Lonely Path (#3.7),,3,1953,H4562,,,,(USA) (anthology series),a3795c9412cfe0a55db31fed1659b669
456958,4386104,Hallmark Hall of Fame: The Magnificent Failure (#1.22),,3,1952,H4562,,,,(USA) (anthology series),1c967a20651a0c99159e03091c48eca8
457720,4388706,Hallmark Hall of Fame: The Man Who Tore Down the Wall (#4.33),,3,1955,H4562,,,,(USA) (anthology series),6e43a20dc4fe264175ef04b1ec4ffa23
457768,4388790,Hallmark Hall of Fame: The Man with a Camera (#4.38),,3,1955,H4562,,,,(USA) (anthology series),51e25896c5792126762e4138ccf2ffe8
458439,4391002,Hallmark Hall of Fame: The Mercer Girls (#2.44),,3,1953,H4562,,,,(USA) (anthology series),3485dc2ea7f6ebd59dff619b9bba0c6a
460930,4400363,Hallmark Hall of Fame: The Ordeal of Thomas Jefferson (#3.27),,3,1954,H4562,,,,(USA) (anthology series),315665b3a644b49cb2ecac6819b18037
461095,4401194,Hallmark Hall of Fame: The Other Wise Man (#2.32),,3,1953,H4562,,,,(USA) (anthology series),f71bcc7ce3217965d3d9f6b037f3db5a
461619,4403078,Hallmark Hall of Fame: The Path to Peace (#4.9),,3,1954,H4562,,,,(USA) (anthology series),88b027f48e5cd88e01d8eebc35a391cd
462206,4405153,Der Rattenfänger von Hameln,,3,1957,R3515,,,,(West Germany),036169d9cea55e6573a7380b93791421
462207,4405153,The Pied Piper of Hamelin,,3,1957,P3161,,,,(Canada: English title) (imdb display title),7499ac70ff55bcac3b90b5c112cfcb6b
553760,4405153,Der Rattenfänger von Hameln,,3,1957,R3515,,,,(West Germany),036169d9cea55e6573a7380b93791421
462302,4405504,Hallmark Hall of Fame: The Pirate and the Lawyer (#4.28),,3,1955,H4562,,,,(USA) (anthology series),eb949e366fe1e02d40b7695ad33c36f8
462478,4406165,Hallmark Hall of Fame: The Plot to Kidnap General Washington (#1.8),,3,1952,H4562,,,,(USA) (anthology series),72fb8ebdb178c9c0349624eb2cf136c9
463263,4409037,Hallmark Hall of Fame: The Promise (#4.37),,3,1955,H4562,,,,(USA) (anthology series),48aafd7a764db3375d394d1b1d4b8fb0
463396,4409424,Hallmark Hall of Fame: The Province of Man (#4.15),,3,1954,H4562,,,,(USA) (anthology series),fdfb55a5f9197c4b95d899026dfda6de
463603,4410145,The Queen of Spades,,3,1946,Q5121,,,,,06b1b00593410bdef3bb2c1a5fe17eb9
464113,4411599,Hallmark Hall of Fame: The Real Glory (#1.29),,3,1952,H4562,,,,(USA) (anthology series),d24dc50dcd99d988390a15bdb8b10db6
464458,4413138,Hallmark Hall of Fame: The Reluctant Redeemer (#4.4),,3,1954,H4562,,,,(USA) (anthology series),06970c074bbb9458a1ae715aa3ee3abe
465142,4415749,Hallmark Hall of Fame: The Road to Tara (#3.25),,3,1954,H4562,,,,(USA) (anthology series),97619379db328a818c6184034e369582
465872,4418426,Al Capone kehrt zurück,,3,1959,A4215,,,,(West Germany),da4f497336529020704718b0566ebccb
465873,4418426,FBI contro Al Capone,,3,1959,F1253,,,,(Italy),0162bb276bdcd2a2f4d69677610dba28
465874,4418426,The Scarface Mob,,3,1959,S2612,,,,(Canada: English title) (imdb display title),c9f870f7f465a1d235de1897bb8bf397
465875,4418426,The Untouchables: Scarface Mob,,3,1959,U5321,,,,,534d7e54f255fc9871ce6defea8ae064
542732,4418426,FBI contro Al Capone,,3,1959,F1253,,,,(Italy),0162bb276bdcd2a2f4d69677610dba28
466462,4420224,Hallmark Hall of Fame: The Secret Vote (#2.9),,3,1952,H4562,,,,(USA) (anthology series),f637099973dc599827c1d7af1c15eb32
466780,4421199,The Case of the Cotton Kimona,,3,1954,C2132,,,,(USA) (DVD title),9ede2ece4cab2e71c9bb5935bbe06dc1
466980,4421926,Hallmark Hall of Fame: The Shining Beacon (#4.24),,3,1955,H4562,,,,(USA) (anthology series),b17105c76bd04574d3bffb2e021022d6
467142,4422477,Sid Caesar's Chevy Show,,3,1958,S3262,,,,(USA) (alternative title),f5fd3072db4d4ec04d9af8653c88bb71
467648,4424153,Hallmark Hall of Fame: The Small One (#2.17),,3,1952,H4562,,,,(USA) (anthology series),83deb7d5c71bb88df7b8cdecd8aa9e83
467958,4425420,Miles Davis - Cool Jazz Sound,,3,2005,M4231,,,,(USA) (DVD title),c77427e4d4fe14640a8aaec65a514929
468361,4426749,Hallmark Hall of Fame: The St. Cloud Storm (#3.17),,3,1954,H4562,,,,(USA) (anthology series),f0f2aa90a74600e853f431b873816837
468435,4427038,The Star of Bethlehem,,3,1956,S3613,,,,(USA) (TV title),d9c58f8ad2e65e3cbdbdeaa967042602
468665,4428022,Hallmark Hall of Fame: The Story of Daniel Boone (#4.1),,3,1954,H4562,,,,(USA) (anthology series),fb34d720c3fd7c8950a4738dfc52ddb3
468679,4428062,Hallmark Hall of Fame: The Story of Father Juniper Serra (#3.35),,3,1954,H4562,,,,(USA) (anthology series),641f49ed4a372a279b0183ed27d251a3
468689,4428108,Hallmark Hall of Fame: The Story of John Paulding (#4.7),,3,1954,H4562,,,,(USA) (anthology series),61c626c69373be7f2c804e71aec49c34
468726,4428193,Hallmark Hall of Fame: The Story of Roger Williams (#1.5),,3,1952,H4562,,,,(USA) (anthology series),ec30b8997305ddebae37a551f6ef5d68
468727,4428195,Hallmark Hall of Fame: The Story of Ruth (#3.3),,3,1954,H4562,,,,(USA) (anthology series),2de4f2772cbbf3ea2c9db0e64dc952df
469170,4429763,The Sun Also Sets,,3,1951,S5423,,,,,39404d9ea23160713579fa1e0e548241
469564,4431092,Hallmark Hall of Fame: The Talking Wire (#4.26),,3,1955,H4562,,,,(USA) (anthology series),1556525be813f0bd1df057f45f9b8e46
469602,4431150,Hallmark Hall of Fame: The Taming of the Shrew (#5.6),,3,1956,H4562,,,,(USA) (anthology series),fdd7546ebeb07d9c49761754edb22255
470109,4432970,Malcolm Muggeridge Looks At The Thirties,,3,1957,M4245,,,,(UK) (alternative title),bc01cf4667cd8f8808c4cfea92b569cf
470521,4434298,Hallmark Hall of Fame: The Touch of Steel (#4.35),,3,1955,H4562,,,,(USA) (anthology series),1236e19103ae919fc76acc54c7cabf8d
471085,4436581,Hallmark Hall of Fame: The Turbulent Air (#3.23),,3,1954,H4562,,,,(USA) (anthology series),6b206daa484fa3bcf05bbe9dcefa631d
471135,4436777,The Twelve Pound Look,,3,1957,T4153,,,,,ae40d5db3c0e4d5a599560af673da017
472116,4440438,Hallmark Hall of Fame: The Vision of Father Flanagan (#1.14),,3,1952,H4562,,,,(USA) (anthology series),c1d9961034caeb48a9029f498ef27c4f
473716,4446870,Hallmark Hall of Fame: The World on a Wire (#2.34),,3,1953,H4562,,,,(USA) (anthology series),8e66c0f36870cc2eb11487cc0587c8cf
473992,4448011,Hallmark Hall of Fame: The Yeomen of the Guard (#6.6),,3,1957,H4562,,,,(USA) (anthology series),553948e26ace9cf60f96d36f5cba8db6
474426,4449623,Hallmark Hall of Fame: There Shall Be No Night (#6.5),,3,1957,H4562,,,,(USA) (anthology series),3a6e96ad0818cc7bcb464e6398d5d003
479014,4464989,Hallmark Hall of Fame: To My Valentine (#2.23),,3,1953,H4562,,,,(USA) (anthology series),7bc90a33e5ef8eb1c6dfed9641e04317
481623,4472261,Arturo Toscanini and the NBC Symphony Orchestra: Aida,,3,1949,A6363,,,,(USA) (alternative title),2006c380272c25c3caee71921883074a
481624,4472262,"Arturo Toscanini, NBC Symphony Orchestra: The Television Concerts - 1948-52, Volume 4",,3,2006,A6363,,,,(International) (DVD title),4510f9df0a3175986f5a619725a2374c
481625,4472262,The Television Concerts 1948-1952,,3,1982,T4125,,,,(USA) (video title),b1a6cc7f216787fa8d28d041dea13c0a
487249,4489657,Hallmark Hall of Fame: Twelfth Night (#7.3),,3,1957,H4562,,,,(USA) (anthology series),bde5c3531f9e20b14c4eeaa023584c1b
489999,4496876,Simon,,3,1955,S5,,,,(West Germany) (rerun title),9a7b586d33529fd4e90be61bd6181b0a
499227,4520449,÷ÅÄØÍÁ,,3,1958,,,,,(Soviet Union: Russian title) (original Cyrillic KOI8-R title),acdf707ac0ae0a3139e1de50598c9128
499696,4521603,The Venetian,,3,1958,V535,,,,(International: English title),e9849eefce92954d5e290ffb45d51176
502839,4530957,Vitézek és hõsök,,3,1959,V32,,,,(Hungary) (ISO-LATIN-2 title),b90c8a2dae80eff207adafd18ed81315
512078,4561700,Hallmark Hall of Fame: Wife Unto Caesar (#3.4),,3,1954,H4562,,,,(USA) (anthology series),08152513f43c5a4c231aa5f016e9d305
512643,4563531,Hallmark Hall of Fame: William Tell (#4.18),,3,1955,H4562,,,,(USA) (anthology series),742fe8ee5c7c1aa5e991ceb2ba1fcd0c
513203,4565619,Hallmark Hall of Fame: Winterset (#9.1),,3,1959,H4562,,,,(USA) (anthology series),b684490e59d5c858651e4f220d2bfeae
514303,4568792,Hallmark Hall of Fame: Woman with a Sword (#1.7),,3,1952,H4562,,,,(USA) (anthology series),cba1e2f62e14d63fa7bc9d34e3ddf430
522315,4584977,Hallmark Hall of Fame: Young William Penn (#3.28),,3,1954,H4562,,,,(USA) (anthology series),a621d6255fb8f9f8496d013c6691a45a
526612,4591313,öÉ×£Ô ÎÁ Ó×ÅÔÅ ÖÅÎÝÉÎÁ,,3,1959,,,,,(Soviet Union: Russian title) (original Cyrillic KOI8-R title),69cd8b471403512a5e0a79fe7a3e0662
529235,4595314,Zwangseinweisung oder Im Namen des Wohnungsamtes,,3,1955,Z5252,,,,(alternative title),b114f3f76904e7e74b04d587e3113924
