id,title,imdb_index,kind_id,production_year,imdb_id,phonetic_code,episode_of_id,season_nr,episode_nr,series_years,correct_name,name_ratio,Number,Program Title,Program Type,Program Genre,Network,First Air Year,Last Air Year,Program Description
1755066,my hero,nan,2,1952,nan,m6,nan,nan,nan,1952-1953, my hero ,100,5635, my hero ,series, comedy, nbc,1952,1953," the ""hero"" of the title is robert s. beanblossom, a handsome salesman for the thackery realty company in los angeles, who uses his suave and sophisticated style and ""power over women"" to sell real estate. the girl to whom robert is a hero is julie marshall, a red haired, brown eyed beauty who works as the office secretary. julie sees robert as other women do (a playboy bachelor), but she also sees a side of him that other women do not _êî his somewhat klutzy approach to selling properties when he becomes desperate. despite robert's misadventures, he always manages to come out on top (at which time julie hugs him and says, ""my hero""). willis thackery, the owner of the company, has been in the real estate game for 27 years. he is a member of the ancient and exalted order of the araby club. when willis likes what robert is doing, he calls him ""bob,"" ""bob-o"" and ""robin."" when he gets angry at bob, it's ""beanblossom!"" thackery's competition is yeager's developments. leon iclatzkin composed the ""my hero"" theme. cast: bob cummings (robert s. beanblossom), john litel (willis thackery), julie bishop (julie marshall). "
171216,answer yes or no,nan,2,1950,nan,a5262,nan,nan,nan,1950-????, answer yes or no ,100,396, answer yes or no ,series, game, nbc,1950,nan," each contestant who appears is presented with a situation dilemma and asked to secretly choose a ""yes"" or ""no"" card to indicate whether or not he would involve himself in the predicament. a celebrity panel must then predict the players' answers. each correct guess awards that player a merchandise prize. host: moss hart. panelists: arlene francis, jane pickens, peter lind hayes, mary healy. "
728260,down you go,nan,2,1951,nan,d52,nan,nan,nan,1951-1956, down you go ,100,2230, down you go ,series, game," dumont, cbs, abc, nbc",1951,1956," four players compete. the moderator presents a cryptic clue repre-senting a popular slogan, quotation or phrase, which is indicated by a line of dashes, one per letter, on a large board. players, who are informed of the mystery expression, receive one free guess. if the phrase is not identified, each panelist suggests a letter of the alphabet. if an incorrect letter is posed, that player is disqualified from that round and forfeits five dollars to the sender (home viewer) of the phrase. the game continues for the remaining players and ends when one of them identifies the unknown subject. the series ran on dumont from may 30, 1951 to may 27, 1955; on c55 from june 18, 1955 to september 3, 1955; on from september 15, 1955 to june 14, 1956; and on nbc from june 16, 1956 to september 8, 1956. moderator: dr. bergen evans {1951-1956), bill cullen {1956). panelists: toni gilman, frances couglin, carmelita pope, robert breen, jayne mansfield, jimmy nelson, patricia cutts, basil davenport, fran allison, boris karloff, jean kerr, hildy parks, arthur treacher, phil rizzuto. "
1935771,out there,nan,2,1951,nan,o36,nan,nan,nan,1951-1952, out there ,100,6163, out there ,series, anthology, cbs,1951,1952," a live series of science fiction presentations culled from original stories and pulp magazines. one of the first series to integrate filmed special effects in a live story. donald davis and john haggodd produced the series. the series ran from october 28, 1951 to january 13, 1952."
332856,bonino,nan,2,1953,nan,b5,nan,nan,nan,1953-????, bonino ,100,939, bonino ,series, comedy, nbc,1953,nan," having spent little time with his family due to concert commitments, and feeling himself a stranger to his six children, babbo bonino, a widower, impulsively decides to give up his operatic career and become an active father. stories relate his attempts to raise his motherless children and solve the problems he encounters. babbo's children are andrew, doris,edward, jerry, francesca and carlo. martha is their housekeeper; rusty is babbo's valet; walter rogers is babbo's concert manager (who is seeking to get babbo to change his mind); allentuck is babbo's butler. cast: ezio pinza (babbo bonino), van dyke parks {andrew bonino), lenka peterson [doris bonino), conrad janis {edward bonino), chet allen {jerry bonino), donald harris {jerry bonino; later), gaye huston {francesca bonino), oliver andes {carlo bonino), mary wickes {martha), mike kellin {rusty), david opatoshu {walter rogers), francis butler {allentuck). "
3013493,versatile varieties,nan,2,1949,nan,v6234,nan,nan,nan,1949-1951, versatile varieties ,100,8800, versatile varieties ,series, variety," nbc, abc, cbs",1949,1951," a live series set in a nightclub that features performances by guest stars. in a later format (1951), it became a children's variety show that featured songs, stories and performances by child stars. the program, sponsored bybonny maid products, ran on nbc from august  26, 1949 to january 19, 1951; on cbs from january  28, 1951 to july 22, 1951; and on abc from september 21, 1951 to december 14, 1951. host: george givot (1949), harold barry (19491950), bob russell (1950-1951). hostess: lady iris mountbatten (1951). regulars: anne francis, janis paige, eva marie saint, edie adams, the delmars. orchestra: jerry jerome, bernie sands, mark towers. "
512499,conflict,nan,2,1956,nan,c5142,nan,nan,nan,1956-1957, conflict ,100,1637, conflict ,series, anthology, abc,1956,1957," dramatizations that depict the plight of people whose lives are suddenly changed by unexpected and unfavorable circumstances. broadcast as a segment of warner bros. presents from september 18, 1956 to may 28, 1957. host: gig young. performers include: natalie wood, charlie ruggles, gloria talbot, tab hunter, scott brady, james garner, efrem zimbalist, jr., jack lord, karen steele, adele mara, rex reason, murray hamilton, edmund lowe, jim backus, kathleen nolan, will hutchins. "
2357162,special agent 7,nan,2,1958,nan,s1242,nan,nan,nan,1958-????, special agent 7 ,100,7663, special agent 7 ,series, drama, syn.,1958,nan, philip conroy is an agent for the united states treasury department. he is not one for violence and he likes to take his time and examine the facts of a case. stories relate his investigations into crimes perpetrated against the department of internal revenue. based on official files. cast: lloyd nolan {philip conroy). 
695079,disneyland,nan,2,1954,nan,d2545,nan,nan,nan,1954-1991, disneyland ,100,2089, disneyland ,series, anthology," abc, nbc, cbs",1954,1982," a series of programs designed for family viewing (nature films, cartoons, adventures, comedies, edited disney theatrical films, and documentaries). for information on specificprograms in the long-running series, see the following titles: daniel boone (1960 version), davy crockett (1954 version), elfego baca, gallagher, the saga of andy burnett, the scarecrow of romney marsh, swamp fox and texas john slaughter. the series was originally titled disneyland, then walt disney presents, walt disney's wonderful world of color and disney's wonderful world. the series ran on abc as disneyland fmm october 27, 1954 to december 28, 1955; and as walt disney presents from january 4, 1956 to may 28, 1961. on nbc as walt disney's wonderful world of color from september  24, 1961 to april 15, 1979 and as disney's wonderful world imm september 9, 1979 to september 7, 1980. on cbs as disney's wonderful world fiom september 14, 1980 to may 1, 1982. host: wak disney (1954-1966). "
596054,danger,nan,2,1950,nan,d526,nan,nan,nan,1950-1955, danger ,100,1840, danger ,series, anthology, cbs,1950,1955," dramatizations that explore the art of murder. the series, which produced 239 episodes, ran from september 26, 1950 to may 31, 1955. host-narrator: richard stark. performers include: lee grant, lee tracy, rod steiger, sydna scott, marsha hunt, henry jones, e.g. marshall, anthony quinn, john forsythe, joan bennett, anne jackson, jack lemmon, jack warden, jayne meadows, jack warden, jayne meadows, grace kelly, cloris leachman, leslie nielsen, chester morris, jack palance, james dean, art carney, betsy palmer, steve allen, ben gazarra, bethel leslie, jacqueline susann, lorne greene, paul newman, peggy ann garner, carroll baker, barbara nichols, conrad janis. producer: martin ritt, charles russell, william dozier, stanley niss. "
2742448,the price is right,nan,2,1956,nan,p6262,nan,nan,nan,1956-1965, the price is right ,100,6573, the price is right ,series, game," nbc, abc",1956,1965," the game varies greatly in presentation but the basic format calls for contestants to guess the manufacturer's suggested retail price for various merchandise. players who surpass the selling price forfeit their chance to win that particular item; the player whose bid comes closest to the selling price receives the item. the series ran on nbc from november 26, 1956 to september 6, 1963; and on abc from september 9, 1963 to september 3, 1965. host: bill cuuen, jack clark. models beverly bentley, toni wallace, june ferguson. substitute hosts: arlene francis (1961), sam levinson (1962,  1963). announcer: don pardo. "
1275470,it pays to be ignorant,nan,2,1949,nan,i3123,nan,nan,nan,1949-1951, it pays to be ignorant ,100,3972, it pays to be ignorant ,series, game," cbs, nbc",1949,1951," two players compete. each player, in turn, picks a question from the dunce cap and reads it aloud (for example, ""what is the main ingredient in tomato soup?""). three regular panelists are supposed to answer it but evade giving the correct response. the object is for the contestant, if at all possible, to get a word in and extract the right answer. prizes are awarded accordingly _êî basically for attempting to face the panel. based on the long-running radio series of the same title. the series ran on cbs from june 6, 1949 to september 19,  1949; and on nbc from july 5, 1951 to september  27, 1951.host: tom howard. panelists: harry mcnaughton, george shelton, lulu mcconnell. vocalists: the townsmen quartet. announcer: dick stark. organist: ray morgan. "
